# x [cm], ne [cm-3], Z, T [eV], gradT, cLogei, Knx, Qlocx [W/cm2], Qx [W/cm2]
0.169354, 4.77476e+21, 41.222, 541.199, -199787, 2.12, -0.00630881, 1.86273e+13, 5.57449e+13
0.169542, 4.88932e+21, 40.1566, 505.748, -176933, 2.12, -0.00516442, 1.4263e+13, 5.11453e+13
0.16973, 5.0057e+21, 39.0541, 474.7, -153400, 2.12, -0.00416103, 1.08253e+13, 4.69752e+13
0.169918, 5.14523e+21, 38.7898, 447.767, -134590, 2.12, -0.0033614, 8.25834e+12, 4.29467e+13
0.170106, 5.28563e+21, 38.3738, 424.709, -109050, 2.12, -0.00252792, 5.92046e+12, 3.91512e+13
0.170294, 5.39635e+21, 38.0289, 406.256, -88425.1, 2.12, -0.00192898, 4.33143e+12, 3.56971e+13
0.170482, 5.44917e+21, 37.8589, 391.278, -71546.4, 2.12, -0.00149191, 3.20348e+12, 3.26227e+13
0.17067, 5.4716e+21, 37.7828, 379.093, -58739.3, 2.12, -0.001183, 2.43448e+12, 2.99309e+13
0.170858, 5.4819e+21, 37.7555, 369.038, -48637.3, 2.12, -0.000952112, 1.88601e+12, 2.759e+13
0.171046, 5.4833e+21, 37.7489, 360.685, -40562.1, 2.12, -0.00077593, 1.48562e+12, 2.5522e+13
0.171234, 5.47144e+21, 37.7577, 353.685, -34134.3, 2.12, -0.000641613, 1.19017e+12, 2.37245e+13
0.171422, 5.4327e+21, 37.7804, 347.775, -28991.3, 2.12, -0.000539498, 9.68619e+11, 2.21193e+13
0.17161, 5.3727e+21, 37.8091, 342.671, -25644.5, 2.12, -0.000475289, 8.2514e+11, 2.07212e+13
0.171798, 5.32565e+21, 37.8275, 338.036, -23757.1, 2.12, -0.000438087, 7.38499e+11, 1.94839e+13
0.171986, 5.30791e+21, 37.8271, 333.722, -22198.7, 2.12, -0.000405476, 6.68252e+11, 1.83699e+13
0.172174, 5.3226e+21, 37.8066, 329.689, -20654.1, 2.12, -0.000371775, 6.03442e+11, 1.7354e+13
0.172362, 5.35883e+21, 37.7787, 325.976, -18802.7, 2.12, -0.000332496, 5.34371e+11, 1.64227e+13
0.17255, 5.40166e+21, 37.7578, 322.628, -16834.5, 2.12, -0.000292377, 4.6648e+11, 1.5546e+13
0.172737, 5.43645e+21, 37.7459, 319.641, -14965.7, 2.12, -0.000255905, 4.05279e+11, 1.47328e+13
0.172925, 5.45084e+21, 37.7421, 316.991, -13292.3, 2.12, -0.000224821, 3.52578e+11, 1.39783e+13
0.173113, 5.44716e+21, 37.7444, 314.621, -11992.3, 2.12, -0.000201448, 3.12167e+11, 1.32772e+13
0.173301, 5.4338e+21, 37.7509, 312.46, -11040.7, 2.12, -0.000184626, 2.82443e+11, 1.26305e+13
0.173489, 5.41704e+21, 37.7589, 310.461, -10259.1, 2.12, -0.000170968, 2.58219e+11, 1.20318e+13
0.173677, 5.40096e+21, 37.7657, 308.595, -9616.9, 2.12, -0.000159763, 2.38396e+11, 1.14759e+13
0.173865, 5.389e+21, 37.7687, 306.84, -9060.76, 2.12, -0.000149994, 2.21414e+11, 1.09569e+13
0.174053, 5.3818e+21, 37.7683, 305.188, -8522.57, 2.12, -0.000140513, 2.05472e+11, 1.04715e+13
0.174241, 5.37916e+21, 37.7656, 303.635, -8001.95, 2.12, -0.000131327, 1.90488e+11, 1.00168e+13
0.174429, 5.38069e+21, 37.7615, 302.178, -7504.25, 2.12, -0.00012254, 1.76523e+11, 9.58795e+12
0.174617, 5.38545e+21, 37.7563, 300.812, -7033.07, 2.12, -0.000114233, 1.63596e+11, 9.18436e+12
0.174805, 5.39242e+21, 37.7505, 299.533, -6588.42, 2.12, -0.000106426, 1.5165e+11, 8.80232e+12
0.174993, 5.40062e+21, 37.7442, 298.334, -6169.99, 2.12, -9.91256e-05, 1.40623e+11, 8.4412e+12
0.175181, 5.40926e+21, 37.7378, 297.212, -5777.47, 2.12, -9.23301e-05, 1.30462e+11, 8.09959e+12
0.175369, 5.41762e+21, 37.7317, 296.16, -5410.78, 2.12, -8.60381e-05, 1.21122e+11, 7.77527e+12
0.175557, 5.42498e+21, 37.7261, 295.176, -5070.62, 2.12, -8.02579e-05, 1.12582e+11, 7.46773e+12
0.175745, 5.43122e+21, 37.721, 294.252, -4759.41, 2.12, -7.50151e-05, 1.0486e+11, 7.17554e+12
0.175933, 5.43668e+21, 37.7164, 293.385, -4477.32, 2.12, -7.02944e-05, 9.79307e+10, 6.89787e+12
0.176121, 5.4417e+21, 37.7119, 292.567, -4224.34, 2.12, -6.60806e-05, 9.1765e+10, 6.63403e+12
0.176309, 5.44658e+21, 37.7074, 291.795, -3994.72, 2.12, -6.22715e-05, 8.62148e+10, 6.38287e+12
0.176497, 5.45141e+21, 37.7029, 291.065, -3778.2, 2.12, -5.87002e-05, 8.10413e+10, 6.14355e+12
0.176685, 5.45621e+21, 37.6984, 290.374, -3574.55, 2.12, -5.53589e-05, 7.62273e+10, 5.91515e+12
0.176873, 5.46096e+21, 37.6938, 289.72, -3383.77, 2.12, -5.22439e-05, 7.17613e+10, 5.69694e+12
0.177061, 5.46567e+21, 37.6894, 289.101, -3204.73, 2.12, -4.93342e-05, 6.7609e+10, 5.48895e+12
0.177249, 5.47012e+21, 37.6851, 288.515, -3034.48, 2.12, -4.65833e-05, 6.36999e+10, 5.28982e+12
0.177437, 5.47404e+21, 37.681, 287.96, -2872.88, 2.12, -4.39884e-05, 6.00237e+10, 5.09935e+12
0.177625, 5.47712e+21, 37.6775, 287.435, -2719.91, 2.12, -4.15488e-05, 5.65737e+10, 4.91687e+12
0.177812, 5.47907e+21, 37.6745, 286.937, -2575.74, 2.12, -3.92658e-05, 5.33471e+10, 4.74202e+12
0.178, 5.47983e+21, 37.6722, 286.465, -2443.51, 2.12, -3.71848e-05, 5.04037e+10, 4.57467e+12
0.178188, 5.47978e+21, 37.6702, 286.018, -2324.56, 2.12, -3.53205e-05, 4.77651e+10, 4.41425e+12
0.178376, 5.47936e+21, 37.6684, 285.591, -2218.89, 2.12, -3.3668e-05, 4.54259e+10, 4.26044e+12
0.178564, 5.479e+21, 37.6664, 285.183, -2126.5, 2.12, -3.2223e-05, 4.33811e+10, 4.11291e+12
0.178752, 5.47913e+21, 37.664, 284.791, -2046.88, 2.12, -3.09741e-05, 4.16158e+10, 3.97117e+12
0.17894, 5.48017e+21, 37.661, 284.413, -1973.63, 2.12, -2.98216e-05, 3.99966e+10, 3.83504e+12
0.179128, 5.48253e+21, 37.6573, 284.048, -1904.77, 2.12, -2.87331e-05, 3.8481e+10, 3.70409e+12
0.179316, 5.4866e+21, 37.6526, 283.696, -1840.36, 2.12, -2.77083e-05, 3.7069e+10, 3.57798e+12
0.179504, 5.49278e+21, 37.6467, 283.356, -1780.37, 2.12, -2.67449e-05, 3.57583e+10, 3.4564e+12
0.179692, 5.50146e+21, 37.6397, 283.027, -1724.8, 2.12, -2.58414e-05, 3.45474e+10, 3.33896e+12
0.17988, 5.51294e+21, 37.6313, 282.708, -1671.58, 2.12, -2.49665e-05, 3.33939e+10, 3.22577e+12
0.180068, 5.52701e+21, 37.6217, 282.399, -1618.46, 2.12, -2.40881e-05, 3.22517e+10, 3.11617e+12
0.180256, 5.54336e+21, 37.6111, 282.099, -1565.42, 2.12, -2.32086e-05, 3.11202e+10, 3.0101e+12
0.180444, 5.56165e+21, 37.5996, 281.81, -1512.47, 2.12, -2.23303e-05, 2.99989e+10, 2.90724e+12
0.180632, 5.58156e+21, 37.5874, 281.531, -1459.61, 2.12, -2.1455e-05, 2.88871e+10, 2.8074e+12
0.18082, 5.60277e+21, 37.5747, 281.261, -1406.94, 2.12, -2.05862e-05, 2.77867e+10, 2.71058e+12
0.181008, 5.62519e+21, 37.5615, 281.002, -1358.62, 2.12, -1.97851e-05, 2.6779e+10, 2.61662e+12
0.181196, 5.64932e+21, 37.5477, 280.75, -1316.86, 2.12, -1.90814e-05, 2.59065e+10, 2.52532e+12
0.181384, 5.67576e+21, 37.5328, 280.506, -1281.66, 2.12, -1.84723e-05, 2.51684e+10, 2.43664e+12
0.181572, 5.70509e+21, 37.5166, 280.268, -1253.03, 2.12, -1.79553e-05, 2.45635e+10, 2.35024e+12
0.18176, 5.7379e+21, 37.4989, 280.035, -1230.96, 2.12, -1.75277e-05, 2.4091e+10, 2.26634e+12
0.181948, 5.77477e+21, 37.4793, 279.805, -1215.45, 2.12, -1.71866e-05, 2.37499e+10, 2.18454e+12
0.182136, 5.81619e+21, 37.4575, 279.578, -1202.15, 2.12, -1.68686e-05, 2.34548e+10, 2.10463e+12
0.182324, 5.86216e+21, 37.4337, 279.353, -1186.61, 2.12, -1.65118e-05, 2.31184e+10, 2.02647e+12
0.182512, 5.91257e+21, 37.408, 279.132, -1168.82, 2.12, -1.61181e-05, 2.27407e+10, 1.94976e+12
0.1827, 5.96733e+21, 37.3805, 278.914, -1148.75, 2.12, -1.56894e-05, 2.23217e+10, 1.87478e+12
0.182887, 6.02633e+21, 37.3514, 278.7, -1126.45, 2.12, -1.52283e-05, 2.18617e+10, 1.80105e+12
0.183075, 6.08946e+21, 37.3207, 278.49, -1101.89, 2.12, -1.47366e-05, 2.13608e+10, 1.72853e+12
0.183263, 6.15662e+21, 37.2887, 278.286, -1075.76, 2.12, -1.42257e-05, 2.08321e+10, 1.65722e+12
0.183451, 6.22762e+21, 37.2554, 278.086, -1051.38, 2.12, -1.37409e-05, 2.034e+10, 1.58688e+12
0.183639, 6.30224e+21, 37.2209, 277.89, -1029.23, 2.12, -1.32888e-05, 1.98931e+10, 1.51776e+12
0.183827, 6.38022e+21, 37.1854, 277.699, -1009.29, 2.12, -1.28692e-05, 1.9491e+10, 1.44954e+12
0.184015, 6.46133e+21, 37.1489, 277.511, -991.579, 2.12, -1.24822e-05, 1.91335e+10, 1.38221e+12
0.184203, 6.54532e+21, 37.1115, 277.326, -976.084, 2.12, -1.21273e-05, 1.88203e+10, 1.31568e+12
0.184391, 6.63196e+21, 37.0734, 277.144, -962.805, 2.12, -1.18042e-05, 1.85511e+10, 1.24978e+12
0.184579, 6.72089e+21, 37.0346, 276.964, -949.496, 2.12, -1.14854e-05, 1.82823e+10, 1.18473e+12
0.184767, 6.81127e+21, 36.9956, 276.787, -933.955, 2.12, -1.11461e-05, 1.79714e+10, 1.12013e+12
0.184955, 6.90215e+21, 36.9566, 276.613, -916.178, 2.12, -1.07887e-05, 1.76185e+10, 1.05601e+12
0.185143, 6.99258e+21, 36.918, 276.443, -896.165, 2.12, -1.04155e-05, 1.72234e+10, 9.92351e+11
0.185331, 7.08161e+21, 36.8802, 276.276, -873.916, 2.12, -1.00282e-05, 1.67861e+10, 9.29068e+11
0.185519, 7.16829e+21, 36.8436, 276.114, -849.432, 2.12, -9.62835e-06, 1.63065e+10, 8.6616e+11
0.185707, 7.25169e+21, 36.8084, 275.957, -822.956, 2.12, -9.22e-06, 1.57894e+10, 8.03644e+11
0.185895, 7.33131e+21, 36.7749, 275.805, -796.223, 2.12, -8.82266e-06, 1.5268e+10, 7.41419e+11
0.186083, 7.4072e+21, 36.7429, 275.658, -769.584, 2.12, -8.43917e-06, 1.47491e+10, 6.79547e+11
0.186271, 7.47941e+21, 36.7126, 275.516, -743.038, 2.12, -8.0685e-06, 1.42326e+10, 6.17985e+11
0.186459, 7.54799e+21, 36.6837, 275.378, -716.569, 2.12, -7.70949e-06, 1.37183e+10, 5.56606e+11
0.186647, 7.613e+21, 36.6562, 275.246, -690.21, 2.12, -7.36163e-06, 1.32068e+10, 4.95543e+11
0.186835, 7.67448e+21, 36.6301, 275.119, -663.943, 2.12, -7.02393e-06, 1.26976e+10, 4.34638e+11
0.187023, 7.73251e+21, 36.6054, 274.997, -637.77, 2.12, -6.69563e-06, 1.2191e+10, 3.73858e+11
0.187211, 7.78712e+21, 36.5819, 274.879, -611.689, 2.12, -6.37606e-06, 1.16868e+10, 3.13148e+11
0.187399, 7.83838e+21, 36.5596, 274.767, -585.702, 2.12, -6.06457e-06, 1.1185e+10, 2.52415e+11
0.187587, 7.88635e+21, 36.5385, 274.659, -559.809, 2.12, -5.76056e-06, 1.06856e+10, 1.91636e+11
0.187774, 7.93107e+21, 36.5184, 274.556, -534.008, 2.12, -5.4635e-06, 1.01886e+10, 1.30606e+11
