# x [cm], ne [cm-3], Z, T [eV], gradT, cLogei, Knx, Qlocx [W/cm2], Qx [W/cm2]
0.176309, 5.44658e+21, 37.7074, 291.795, -3994.72, 1.9, -6.94819e-05, 9.61975e+10, 6.58563e+12
0.176497, 5.45141e+21, 37.7029, 291.065, -3778.2, 1.9, -6.54971e-05, 9.0425e+10, 6.34153e+12
0.176685, 5.45621e+21, 37.6984, 290.374, -3574.55, 1.9, -6.17689e-05, 8.50536e+10, 6.10831e+12
0.176873, 5.46096e+21, 37.6938, 289.72, -3383.77, 1.9, -5.82932e-05, 8.00705e+10, 5.88563e+12
0.177061, 5.46567e+21, 37.6894, 289.101, -3204.73, 1.9, -5.50465e-05, 7.54374e+10, 5.67284e+12
0.177249, 5.47012e+21, 37.6851, 288.515, -3034.48, 1.9, -5.19771e-05, 7.10757e+10, 5.46906e+12
0.177437, 5.47404e+21, 37.681, 287.96, -2872.88, 1.9, -4.90818e-05, 6.69738e+10, 5.27415e+12
0.177625, 5.47712e+21, 37.6775, 287.435, -2719.91, 1.9, -4.63597e-05, 6.31244e+10, 5.08722e+12
0.177812, 5.47907e+21, 37.6745, 286.937, -2575.74, 1.9, -4.38123e-05, 5.95242e+10, 4.90819e+12
0.178, 5.47983e+21, 37.6722, 286.465, -2443.51, 1.9, -4.14904e-05, 5.62399e+10, 4.7365e+12
0.178188, 5.47978e+21, 37.6702, 286.018, -2324.56, 1.9, -3.94103e-05, 5.32958e+10, 4.57185e+12
0.178376, 5.47936e+21, 37.6684, 285.591, -2218.89, 1.9, -3.75664e-05, 5.06857e+10, 4.41397e+12
0.178564, 5.479e+21, 37.6664, 285.183, -2126.5, 1.9, -3.59541e-05, 4.84042e+10, 4.26237e+12
0.178752, 5.47913e+21, 37.664, 284.791, -2046.88, 1.9, -3.45605e-05, 4.64345e+10, 4.11679e+12
0.17894, 5.48017e+21, 37.661, 284.413, -1973.63, 1.9, -3.32746e-05, 4.46278e+10, 3.97685e+12
0.179128, 5.48253e+21, 37.6573, 284.048, -1904.77, 1.9, -3.20601e-05, 4.29367e+10, 3.84209e+12
0.179316, 5.4866e+21, 37.6526, 283.696, -1840.36, 1.9, -3.09166e-05, 4.13612e+10, 3.7123e+12
0.179504, 5.49278e+21, 37.6467, 283.356, -1780.37, 1.9, -2.98417e-05, 3.98987e+10, 3.58713e+12
0.179692, 5.50146e+21, 37.6397, 283.027, -1724.8, 1.9, -2.88336e-05, 3.85476e+10, 3.46629e+12
0.17988, 5.51294e+21, 37.6313, 282.708, -1671.58, 1.9, -2.78574e-05, 3.72605e+10, 3.34963e+12
0.180068, 5.52701e+21, 37.6217, 282.399, -1618.46, 1.9, -2.68773e-05, 3.59861e+10, 3.2366e+12
0.180256, 5.54336e+21, 37.6111, 282.099, -1565.42, 1.9, -2.5896e-05, 3.47236e+10, 3.12723e+12
0.180444, 5.56165e+21, 37.5996, 281.81, -1512.47, 1.9, -2.49159e-05, 3.34724e+10, 3.02106e+12
0.180632, 5.58156e+21, 37.5874, 281.531, -1459.61, 1.9, -2.39393e-05, 3.2232e+10, 2.91815e+12
0.18082, 5.60277e+21, 37.5747, 281.261, -1406.94, 1.9, -2.29699e-05, 3.10041e+10, 2.81813e+12
0.181008, 5.62519e+21, 37.5615, 281.002, -1358.62, 1.9, -2.2076e-05, 2.98797e+10, 2.721e+12
0.181196, 5.64932e+21, 37.5477, 280.75, -1316.86, 1.9, -2.12908e-05, 2.89062e+10, 2.6267e+12
0.181384, 5.67576e+21, 37.5328, 280.506, -1281.66, 1.9, -2.06112e-05, 2.80826e+10, 2.535e+12
0.181572, 5.70509e+21, 37.5166, 280.268, -1253.03, 1.9, -2.00344e-05, 2.74077e+10, 2.44583e+12
0.18176, 5.7379e+21, 37.4989, 280.035, -1230.96, 1.9, -1.95572e-05, 2.68805e+10, 2.35897e+12
0.181948, 5.77477e+21, 37.4793, 279.805, -1215.45, 1.9, -1.91766e-05, 2.64999e+10, 2.27428e+12
0.182136, 5.81619e+21, 37.4575, 279.578, -1202.15, 1.9, -1.88218e-05, 2.61706e+10, 2.19167e+12
0.182324, 5.86216e+21, 37.4337, 279.353, -1186.61, 1.9, -1.84237e-05, 2.57953e+10, 2.11073e+12
0.182512, 5.91257e+21, 37.408, 279.132, -1168.82, 1.9, -1.79844e-05, 2.53739e+10, 2.03148e+12
0.1827, 5.96733e+21, 37.3805, 278.914, -1148.75, 1.9, -1.75061e-05, 2.49063e+10, 1.9537e+12
0.182887, 6.02633e+21, 37.3514, 278.7, -1126.45, 1.9, -1.69915e-05, 2.43931e+10, 1.87725e+12
0.183075, 6.08946e+21, 37.3207, 278.49, -1101.89, 1.9, -1.6443e-05, 2.38342e+10, 1.80214e+12
0.183263, 6.15662e+21, 37.2887, 278.286, -1075.76, 1.9, -1.58729e-05, 2.32442e+10, 1.72812e+12
0.183451, 6.22762e+21, 37.2554, 278.086, -1051.38, 1.9, -1.5332e-05, 2.26952e+10, 1.6553e+12
0.183639, 6.30224e+21, 37.2209, 277.89, -1029.23, 1.9, -1.48275e-05, 2.21965e+10, 1.58353e+12
0.183827, 6.38022e+21, 37.1854, 277.699, -1009.29, 1.9, -1.43594e-05, 2.17479e+10, 1.51267e+12
0.184015, 6.46133e+21, 37.1489, 277.511, -991.579, 1.9, -1.39275e-05, 2.1349e+10, 1.44279e+12
0.184203, 6.54532e+21, 37.1115, 277.326, -976.084, 1.9, -1.35315e-05, 2.09995e+10, 1.37364e+12
0.184391, 6.63196e+21, 37.0734, 277.144, -962.805, 1.9, -1.3171e-05, 2.06991e+10, 1.30525e+12
0.184579, 6.72089e+21, 37.0346, 276.964, -949.496, 1.9, -1.28153e-05, 2.03992e+10, 1.23754e+12
0.184767, 6.81127e+21, 36.9956, 276.787, -933.955, 1.9, -1.24367e-05, 2.00523e+10, 1.17029e+12
0.184955, 6.90215e+21, 36.9566, 276.613, -916.178, 1.9, -1.20379e-05, 1.96585e+10, 1.10361e+12
0.185143, 6.99258e+21, 36.918, 276.443, -896.165, 1.9, -1.16215e-05, 1.92177e+10, 1.03728e+12
0.185331, 7.08161e+21, 36.8802, 276.276, -873.916, 1.9, -1.11893e-05, 1.87297e+10, 9.71389e+11
0.185519, 7.16829e+21, 36.8436, 276.114, -849.432, 1.9, -1.07432e-05, 1.81946e+10, 9.05809e+11
0.185707, 7.25169e+21, 36.8084, 275.957, -822.956, 1.9, -1.02876e-05, 1.76177e+10, 8.40565e+11
0.185895, 7.33131e+21, 36.7749, 275.805, -796.223, 1.9, -9.84423e-06, 1.70359e+10, 7.75686e+11
0.186083, 7.4072e+21, 36.7429, 275.658, -769.584, 1.9, -9.41634e-06, 1.64569e+10, 7.11097e+11
0.186271, 7.47941e+21, 36.7126, 275.516, -743.038, 1.9, -9.00274e-06, 1.58806e+10, 6.46857e+11
0.186459, 7.54799e+21, 36.6837, 275.378, -716.569, 1.9, -8.60217e-06, 1.53068e+10, 5.82764e+11
0.186647, 7.613e+21, 36.6562, 275.246, -690.21, 1.9, -8.21403e-06, 1.4736e+10, 5.1894e+11
0.186835, 7.67448e+21, 36.6301, 275.119, -663.943, 1.9, -7.83723e-06, 1.41679e+10, 4.55306e+11
0.187023, 7.73251e+21, 36.6054, 274.997, -637.77, 1.9, -7.47092e-06, 1.36026e+10, 3.9175e+11
0.187211, 7.78712e+21, 36.5819, 274.879, -611.689, 1.9, -7.11434e-06, 1.304e+10, 3.28305e+11
0.187399, 7.83838e+21, 36.5596, 274.767, -585.702, 1.9, -6.76678e-06, 1.24801e+10, 2.64753e+11
0.187587, 7.88635e+21, 36.5385, 274.659, -559.809, 1.9, -6.42758e-06, 1.19229e+10, 2.01114e+11
0.187774, 7.93107e+21, 36.5184, 274.556, -534.008, 1.9, -6.09611e-06, 1.13684e+10, 1.37219e+11
